"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APOPTOSIS",1.53911065005821e-05,3.83830692223296e-05,0.575610261071129,0.50211978163353,1.6569654930048,160,"TXNIP;CDKN1A;CYLD;TAP1;GSN;PRF1;BTG2;ATF3;SQSTM1;LMNA;PEA15;PPP2R5B;IRF1;SAT1;PDGFRB;HSPB1;LGALS3;IGF2R;PLCB2;PSEN1;CCND2;RHOB;SATB1;F2R;FAS;CD44;PSEN2;TGFB2;PDCD4;CCND1;TIMP1;CD69;BMF;TSPO;EGR3;BIK;HMOX1;SMAD7;GPX4;GNA15;CASP9;CFLAR;GADD45B;RETSAT;PTK2;BCL2L2;IGFBP6;NEDD9;IFITM3;GCH1;IL1B;CASP8;MADD;SPTAN1;CREBBP;JUN;FEZ1;FDXR;ISG20;IL1A;CASP4;ERBB2;PLAT;TNF;GPX3;CASP1;BCL2L11;MCL1;IFNB1;CAV1;IL18;GPX1;NEFH;PMAIP1;TIMP2;BIRC3;H1-0;LUM;TGFBR3;TNFSF10;IFNGR1;BCL10;RNASEL;HGF;CD14;ERBB3;CDC25B;GADD45A;DDIT3;CDKN1B;RARA;ANXA1;BAX;XIAP;F2;PAK1;ENO2;CCNA1;CLU;CASP7;RELA;ADD1"
"HALLMARK_APICAL_JUNCTION",1.61208890733784e-05,3.83830692223296e-05,0.575610261071129,0.479413382511073,1.62099344656539,200,"ZYX;MAPK11;TMEM8B;VASP;TAOK2;TRAF1;SDC3;BMP1;RRAS;CRAT;STX4;CD274;MDK;SPEG;SRC;INPPL1;NRXN2;SORBS3;CERCAM;PKD1;LAMB3;FYB1;ICAM5;ITGA3;ACTN3;SIRPA;ICAM1;CTNND1;CD86;BAIAP2;JUP;SLC30A3;THBS3;NECTIN2;MYH9;PECAM1;ICAM2;MADCAM1;PTK2;GRB7;GNAI2;ICAM4;TSC1;ACTN1;AMIGO2;FSCN1;CX3CL1;ITGA9;VAV2;CLDN11;NLGN3;FLNC;PIK3R3;JAM3;CDH3;RAC2;MYL9;CLDN15;CDH15;CLDN6;CNN2;B4GALT1;NECTIN1;FBN1;NLGN2;SHROOM2;COL16A1;EVL;THY1;PARD6G;ARHGEF6;ACTG2;LAMC2;MAPK13;CLDN7;ACTA1;LAMA3;ITGB1;CLDN9;MMP9;VCL;NECTIN4;NFASC;EGFR;NF1;TJP1;ADAM23;TRO;KCNH2;CDH6;AMIGO1;PBX2;VCAN;GTF2F1;IKBKG;ITGA10;PCDH1;CNTN1;CDH1;AKT3;LIMA1;ITGB4;DSC3;RHOF;CLDN14;SHC1;VCAM1;ACTN2;TNFRSF11B;WNK4;CTNNA1;NEGR1;MPZL2;WASL;GAMT;CADM2;SLIT2;TGFBI;CD276;CD34;ALOX15B"
"HALLMARK_FATTY_ACID_METABOLISM",3.43444512935072e-05,7.80555711216073e-05,0.557332238758646,-0.414414808444762,-1.62670124270603,157,"LDHA;METAP1;ADSL;MIX23;FH;ALDOA;HSP90AA1;YWHAH;SUCLG1;ODC1;ACAA2;HADH;PDHB;SMS;APEX1;SUCLG2;PDHA1;PTS;CRYZ;IDH3B;ACAT2;MCEE;MDH2;H2AZ1;HSD17B10;HSD17B7;HMGCS1;DLD;SDHD;UGDH;HSPH1;HIBCH;IDH1;DECR1;IDI1;RDH11;ALDH3A2;AUH;NBN;OSTC;SDHC;NCAPH2;GCDH;MIF;BPHL;DLST;FASN;ACADM;GSTZ1;MDH1;SUCLA2;KMT5A;SDHA;NSDHL;GPD2;IDH3G;ETFDH;CBR1"
"HALLMARK_COMPLEMENT",0.000128345719183829,0.000279012433008325,0.518848077743792,0.4593894170745,1.55328837630446,200,"F8;DUSP5;SERPINE1;CTSO;BRPF3;SPOCK2;CASP10;IRF1;IRF7;STX4;PRCP;PIK3CG;LGALS3;CTSS;ITGAM;KLK1;SRC;CTSB;CPQ;CTSH;PSEN1;CD59;MMP15;RNF4;CTSD;LCP2;F5;LAMP2;DOCK9;TIMP1;PLAUR;C3;ERAP2;LRP1;CASP9;JAK2;FYN;S100A13;GNAI2;CCL5;APOBEC3F;LTF;CD36;PCLO;ITIH1;FCER1G;IRF2;AKAP10;C2;ATOX1;SERPINA1;TFPI2;ANG;CTSV;EHD1;CASP4;PLAT;DOCK10;COL4A2;KCNIP2;CASP1;PDGFB;LGMN;APOBEC3G;CD46;PLEK;KCNIP3;GNG2;KLKB1;RHOG;PIK3R5;CR1;DUSP6;NOTCH4;CR2;ADRA2B;USP8;TIMP2;CD55;RASGRP1;KYNU;PLSCR1;LIPA;TNFAIP3;CFH;MMP8;HNF4A;GZMB;PRSS36;GNGT2;FN1;PSMB9;SCG3;CFB;CASP5;GATA3;GRB2;LYN;ACTN2;HPCAL4;PHEX;F2;F3;CLU;CASP7;MMP14;PLG;L3MBTL4;GNB4;VCPIP1;CPM;GCA;SERPING1;CDA;CD40LG;F7;HSPA1A;PLA2G7;IL6"
"HALLMARK_GLYCOLYSIS",0.000183362060487966,0.000382004292683262,0.518848077743792,-0.371111367825923,-1.49206270237752,200,"LDHA;PGAM1;PAXIP1;ENO1;PGK1;HK2;PKM;PPIA;FKBP4;TPI1;ALDOA;NANP;ERO1A;POLR3K;SAP30;FAM162A;GOT2;SLC25A13;SLC37A4;NASP;RPE;RARS1;MDH2;TALDO1;B4GALT2;CLN6;DLD;GFPT1;PRPS1;PFKP;CASP6;VEGFA;IDH1;COG2;P4HA1;ARPP19;SLC25A10;PSMC4;SDHC;CYB5A;HSPA5;PDK3;MIF;KIF2A;IER3;SOD1;TXN;UGP2;MPI;MDH1;GALK2;PMM2;PGM2;HAX1;BPNT1;NSDHL;ME2;GUSB;ECD;CITED2;GOT1;ANKZF1;GCLC;AGL;STMN1;SRD5A3;MED24;ALG1;MXI1;SLC35A3"
"HALLMARK_ADIPOGENESIS",0.000219264583983983,0.000438529167967966,0.518848077743792,-0.369302340141635,-1.48478946051724,200,"AK2;DLAT;PRDX3;MTCH2;ALDOA;SDHB;SUCLG1;NDUFA5;PGM1;ACAA2;COQ3;NDUFAB1;NDUFS3;HADH;GRPEL1;UQCRC1;CYC1;IDH3A;MRPL15;COX7B;UBQLN1;MDH2;TALDO1;ATP5PO;ACLY;IMMT;DLD;CS;SAMM50;NMT1;JAGN1;HIBCH;UQCR10;PTCD3;IDH1;TKT;SLC5A6;DECR1;GHITM;GPAM;YWHAG;ELOVL6;SLC25A10;UQCRQ;CHCHD10;DNAJC15;SLC19A1;SDHC;PEMT;CAT;CHUK;VEGFB;CMPK1;SOD1;ACADM;PFKFB3;COX6A1;ABCB8;ATL2;GBE1;DHCR7;GPD2;IDH3G;NDUFB7;SLC1A5;PREB;PPP1R15B;ECH1;UCK1;LIPE;COX8A;AIFM1;ATP1B3;ME1;ARAF;G3BP2;ACO2"
"HALLMARK_HEME_METABOLISM",0.00032069086391929,0.000616713199844789,0.49849310876659,0.452927337380499,1.52881267674113,198,"YPEL5;ATP6V0A1;MKRN1;MARCHF8;RHCE;RBM5;MARCHF2;BTG2;TENT5C;PPP2R5B;SMOX;SIDT2;MYL4;RANBP10;SLC6A8;FOXO3;HAGH;CLCN3;LRP10;AGPAT4;CTSB;CCDC28A;TMEM9B;TMCC2;OPTN;ELL2;KLF3;LAMP2;LMO2;IGSF3;C3;NFE2L1;SDCBP;ANK1;DMTN;ARHGEF12;SLC66A2;EZH1;BACH1;ERMAP;KHNYN;BLVRA;ICAM4;MOCOS;PIGQ;RAP1GAP;ADIPOR1;CLIC2;ALDH6A1;CTNS;PC;CIR1;OSBP2;FN3K;ACP5;LPIN2;P4HA2;FBXO34;BTRC;SLC22A4;BMP2K;FTCD;KEL;MPP1;AQP3;RIOK3;GYPE;KAT2B;SLC10A3;RNF19A;H1-0;MFHAS1;SYNJ1;DCAF10;SPTB;RHD;PGLS;CCND3;NFE2;SEC14L1;TSPAN5;DCAF11;TFDP2;NCOA4;TNRC6B;MBOAT2;ENDOD1;TRIM58;TNS1;SNCA;NR3C1;ADD2;MGST3;SPTA1"
"HALLMARK_ALLOGRAFT_REJECTION",0.000472493771207856,0.000874988465199734,0.49849310876659,0.4455600027093,1.50652833398272,200,"TAP1;IL12RB1;HLA-DOA;PRF1;CCL4;CD74;HLA-DMA;SOCS1;IRF7;LY75;HCLS1;CTSS;ELF4;APBB1;CCND2;CAPG;SPI1;EIF4G3;ZAP70;HLA-E;IL27RA;CD3E;FYB1;F2R;FAS;LCP2;TGFB2;PRKCB;AKT1;IL10;TLR1;ICAM1;IRF4;HLA-DQA1;CD86;TIMP1;B2M;IFNAR2;CD4;STAT1;ITK;CD40;IL2RA;JAK2;IL2RB;CD80;CCR1;HLA-DOB;CD96;HLA-A;SRGN;CCL5;CCL22;BCL3;HLA-DRA;IL1B;HIF1A;NLRP3;ACHE;CD3G;GBP2;CRTAM;C2;IL2RG;CSF1;HLA-DMB;PTPN6;TAPBP;TNF;RPS9;THY1;IL11;STAT4;CFP;RPL39;GALNT1;IL15;IL18;CD8A;IL16;CXCL9;ITGB2;MMP9;IL7;NCF4;DYRK3;IL4R;EGFR;LIF;ST8SIA4;CXCL13;ICOSLG;RPS19;CD7;IFNGR1;CCND3;GZMB;BCL10;CD3D;FCGR2B;FGR;LTB"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.00267201087010006,0.00477144798232153,0.431707695803346,0.423806932888628,1.4326680242162,199,"EEIG1;GAB2;ABAT;FCMR;CANT1;DHRS2;ELF3;ABCA3;THSD4;MAST4;TGM2;ABHD2;UNC119;ADCY9;IGFBP4;MYOF;NAV2;FOS;CD44;RHOBTB3;RAPGEFL1;NADSYN1;CCND1;PLAAT3;TJP3;ZNF185;FRK;ALDH3B1;EGR3;MUC1;ESRP2;JAK2;AFF1;CLIC3;GREB1;HR;P2RY2;SLC22A5;FARP1;SLC37A1;RETREG1;KRT8;AR;DHRS3;SEC14L2;TMPRSS3;SYNGR1;B4GALT1;NBL1;HES1;TSKU;CBFA2T3;CELSR2;NRIP1;WFS1;IL6ST;AQP3;SULT2B1;MREG;RAB31;AMFR;PAPSS2;CLDN7;MICB;GLA;TOB1;TUBB2B;SH3BP5;PMAIP1;RASGRP1;SEMA3B;ADCY1;CISH;PTGES;TTC39A;BCL11B;MPPED2;RHOD;REEP1;KLF10;NCOR2;ENDOD1;PRSS23;AREG;CALCR;INHBB;RARA;TMEM164;UGCG;ANXA9;TIPARP;CYP26B1;SNX24;SLC39A6;TIAM1;PODXL;TFF1;MAPT;KLK10"
"HALLMARK_APICAL_SURFACE",0.00607346986111006,0.0104714997605346,0.407017918923954,0.564137458305097,1.56553375606105,44,"TMEM8B;MDGA1;ADAM10;HSPB1;NTNG1;PLAUR;CROCC;SULF2;IL2RB;SCUBE1;CX3CL1;IL2RG;B4GALT1;SHROOM2;GHRL;THY1;AFAP1L2;RTN4RL1;EFNA5;EPHB4;GATA3;LYN;MAL;ATP8B1;DCBLD2;FLOT2;CRYBG1;AKAP7"
"HALLMARK_UV_RESPONSE_DN",0.0063888222964835,0.0106480371608058,0.407017918923954,0.433117922216019,1.41260397465946,144,"ICA1;SERPINE1;MAGI2;ANXA4;PRDM2;SMAD3;PDGFRB;WDR37;ATXN1;CACNA1A;DUSP1;RUNX1;TFPI;ATP2B4;TGFBR2;TOGARAM1;ATP2C1;ITGB3;SMAD7;ABCC1;FYN;RXRA;SYNJ2;MAP2K5;SCN8A;NOTCH2;VAV2;MAP1B;PIK3R3;FBLN5;PRKCE;ATRN;LAMC1;COL1A1;ERBB2;ATRX;AMPH;CAV1;FZD2;PTPN21;MET;PTPRM;CDC42BPA;SLC22A18;TJP1;TGFBR3;KCNMA1;BDNF;ANXA2;LTBP1;PIK3CD;INPP4B;MT1E;PLCB4;PPARG;PLPP3;SDC2;AKT3;SFMBT1;CELF2;CDKN1B;NR3C1;SNAI2;MGLL;F3;PMP22;COL1A2;CDK13;PRKAR2B;KALRN;SYNE1;ATP2B1;ADORA2B;EFEMP1;NR1D2;RND3;ARHGEF9;BMPR1A;CAP2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00738055360024546,0.0117869205564806,0.407017918923954,-0.375729553365716,-1.41136639254174,105,"EIF4E;UBE2N;UBE2D3;RPS6KA3;RAC1;CDK4;PPP2R1B;PLA2G12A;MAPK9;CFL1;PFN1;ACTR3;ARHGDIA;ATF1;PDK1;SMAD2;ARF1;ECSIT;YWHAB;CALR;HRAS;SFN;SLC2A1;ARPC3;ACACA;PTPN11;TRAF2;PPP1CA;TBK1;CSNK2B"
"HALLMARK_KRAS_SIGNALING_UP",0.00754362915614757,0.0117869205564806,0.407017918923954,0.40782650821256,1.37894377016673,200,"PRDM1;LY96;ADAM8;MMP11;TRAF1;PLAU;PIGR;APOD;HBEGF;CTSS;CCND2;SATB1;PPP1R15A;SDCCAG8;TFPI;TSPAN13;GLRX;C3AR1;JUP;PLAUR;PECAM1;VWA5A;AKAP12;TNFRSF1B;LAPTM5;EPHB2;IL10RA;CXCL10;ETV5;SCN1B;GALNT3;IL1B;ACE;FCER1G;ABCB1;F13A1;NIN;ITGBL1;IL2RG;GPRC5B;TMEM100;CROT;ZNF277;PLAT;ENG;KIF5C;CBL;KCNN4;GFPT2;TSPAN1;GADD45G;DUSP6;RGS16;FUCA1;DNMBP;USP12;TOR1AIP2;PCSK1N;GPNMB;PDCD1LG2;ITGB2;MMP9;BIRC3;RABGAP1L;SOX9;SEMA3B;CSF2RA;MAP7;LIF;TNFAIP3;CFH;PLVAP;GUCY1A1;RELN;SCG3;FGF9;SPON1;CFB;ALDH1A3;SPRY2;BTBD3;ADAMDEC1;PRRX1;MAFB;SPP1;INHBA;ID2;MPZL2;TMEM176B;TRIB1;MALL;DCBLD2;CLEC4A;ANGPTL4;NGF;BTC;PSMB8;HSD11B1;CMKLR1;CSF2;HKDC1;G0S2;EMP1;IGF2;EPB41L3;NAP1L2;CXCR4;ADGRA2;PRKG2"
"HALLMARK_HEDGEHOG_SIGNALING",0.0153212518475488,0.0232140179508315,0.380730400722792,0.556842516955455,1.49288194665458,36,"PML;LDB1;NRCAM;HEY1;MYH9;RTN1;PTCH1;L1CAM;TLE3;TLE1;SLIT1;ACHE;OPHN1;THY1;NRP2;GLI1;ADGRG1;NF1;CNTFR;AMOT;HEY2;CRMP1"
"HALLMARK_ANDROGEN_RESPONSE",0.0556963751224339,0.0819064340035792,0.321775918075361,-0.334206572145658,-1.24296594998779,100,"XRCC6;PA2G4;GNAI3;XRCC5;RPS6KA3;GPD1L;VAPA;UBE2I;SORD;SMS;SPCS3;SCD;HMGCS1;UBE2J1;ACSL3;GSR;UAP1;IDI1;LMAN1;FKBP5;INSIG1;TPD52;HERC3;SRP19;STK39;ANKH;RRP12"
"HALLMARK_TGF_BETA_SIGNALING",0.059493670886076,0.0849909584086799,0.206587922696891,0.464999575207174,1.3563133933598,54,"SERPINE1;SMAD3;ACVR1;ARID4B;FURIN;JUNB;PPP1R15A;LTBP2;HIPK2;TGIF1;SMAD7;BMPR2;ENG;RAB31;PMEPA1;ID3;WWTR1;TJP1;SKIL;SPTBN1;KLF10;NCOR2;CDH1;TGFBR1;XIAP;SKI;ID2;CDKN1C;TGFB1;NOG;BCAR3"
"HALLMARK_ANGIOGENESIS",0.0642570281124498,0.0892458723784025,0.204294756516886,0.521569568711038,1.39831598583808,36,"JAG2;CCND2;ITGAV;TIMP1;FGFR1;PTK2;VAV2;MSX1;PDGFA;LUM;VCAN;SPP1;TNFRSF21;LRPAP1;APOH;OLR1;VTN;S100A4;JAG1;FSTL1;SLCO2A1;COL3A1"
"HALLMARK_MITOTIC_SPINDLE",0.0671140939597315,0.0906947215672048,0.181383128498408,0.363404134633721,1.22847797700967,199,"SUN2;MARK4;GSN;CSNK1D;MAP3K11;CYTH2;SYNPO;TAOK2;ARL8A;CLIP2;TUBGCP6;NCK2;ABL1;ALS2;ARHGEF11;ABR;BIN1;PREX1;KIF3C;ARHGAP27;KLC1;DYNC1H1;MYH9;PLEKHG2;AKAP13;ARHGEF12;KIF1B;CDC42EP1;ARHGEF2;DST;MYO9B;NEDD9;CTTN;TSC1;ARHGEF7;FSCN1;RABGAP1;ARFGEF1;NOTCH2;FARP1;PALLD;SPTAN1;TRIO;CDC42EP4;NIN;OPHN1;WASF2;CLIP1;SHROOM2;BCL2L11;MARCKS;PXN;ARHGEF3;ARHGAP5;BCAR1;CEP131;CEP250;CLASP1;CDC42BPA;RICTOR;VCL;ARHGAP10;NF1;ARAP3;RAB3GAP1;SPTBN1;SHROOM1;ARHGAP29;CEP192;PCNT;MAP1S;BCR;SOS1;NUMA1;PKD2;RHOF;SEPTIN9"
"HALLMARK_BILE_ACID_METABOLISM",0.0885167464114833,0.116469403173004,0.161978948883402,0.387031381250951,1.2314959825487,112,"ABCA2;ABCA3;PAOX;ABCD1;EFHC1;GSTK1;ATXN1;NPC1;MLYCD;OPTN;PHYH;ABCA5;ABCG4;ABCA9;ABCD2;PNPLA8;RETSAT;RXRA;PEX6;SLC23A2;NEDD4;CYP46A1;AR;CROT;FDXR;HSD17B6;PEX11G;PECR;SOAT2;ABCA6;CYP27A1;NR1I2;SULT2B1;HSD17B11;PIPOX;SLCO1A2;ALDH1A1;ALDH8A1;SLC22A18;EPHX2;BMP6;AMACR;ABCA4;NR3C2;PEX16;BBOX1;DIO1;DIO2;SULT1B1;HAO1;SERPINA6;AGXT;ACSL1;HACL1;ACSL5;SLC35B2;BCAR3"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0950782997762864,0.121895256123444,0.150169802128406,0.350791977316259,1.18584291584642,199,"EEIG1;DHRS2;ZFP36;ABCA3;PLXNB1;HOMER2;JAK1;MDK;CKB;ABHD2;FGFR3;IGFBP4;DLG5;MYOF;FOS;CD44;SGK1;PDCD4;TSPAN13;RAPGEFL1;ATP2B4;CCND1;PLAAT3;TJP3;FRK;ALDH3B1;EGR3;JAK2;AFF1;TST;CLIC3;LTF;HR;SLC22A5;BATF;FARP1;PTPN6;LLGL2;SERPINA1;TFPI2;ISG20;TMPRSS3;NBL1;KLK11;UNC13B;CELSR2;NRIP1;TNNC1;WFS1;IL6ST;CAV1;SULT2B1;RAB31;AMFR;LAMC2;MAPK13;PAPSS2;MICB;GLA;TOB1;LARGE1;CD9;CACNA2D2;SEMA3B;CISH;PTGES;PLAC1;EMP2;CYP4F11;ST14;PERP;NCOR2;PRSS23;CDH1;AREG;GFUS;PKP3;TRIM29"
"HALLMARK_NOTCH_SIGNALING",0.140161725067385,0.175202156334232,0.134273452883202,0.480576427830778,1.26316489350981,32,"PPARD;PSENEN;DTX2;DLL1;PSEN2;CCND1;FZD7;FBXW11;NOTCH2;LFNG;MAML2;HES1;ARRB1;DTX4;NOTCH3"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.152406417112299,0.185861484283292,0.127505315300183,0.454479358881093,1.24484161913078,42,"PPARD;NCSTN;HDAC11;NUMB;HDAC5;DLL1;JAG2;FRAT1;CCND2;PSEN2;HEY1;PTCH1;WNT5B"
"HALLMARK_XENOBIOTIC_METABOLISM",0.230683090705487,0.274622727030342,0.0897104652742981,0.3258414109527,1.1017356023885,200,"PPARD;PINK1;DHRS1;SERTAD1;SERPINE1;SMOX;CYP1A1;SLC12A4;ACOX1;MT2A;TNFRSF1A;TPST1;IGFBP4;GABARAPL1;NPC1;SLC46A3;FAS;TGFB2;ALDH2;JUP;ABCD2;HMOX1;MPP2;EPHA2;G6PC1;RETSAT;DDAH2;SPINT2;GCH1;APOE;CD36;RAP1GAP;SLC6A12;UPB1;ITIH1;PC;CCL25;ITIH4;MARCHF6;TMBIM6;VNN1;NINJ1;FMO1;CROT;CYP26A1;LPIN2;CSAD;LCAT;FBLN1;CYP27A1;NDRG2;ATOH8;TAT;BCAR1;PMM1;CYP2E1;EPHX1;PAPSS2;DDT;SLC22A1;SLC35D1;KYNU;HRG;PTGES;ESR1;CYP1A2;HNF4A;FMO3;CDO1;MAN1A1;CYP2J2;CFB"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.284518828451883,0.330835847037073,0.169570644405628,-0.323030000125038,-1.06795692758994,48,"GCLM;GLRX2;PRDX4;NDUFB4;PFKP;GSR;NDUFA6;CAT;SOD1;TXN;NDUFS2;OXSR1;TXNRD1;NQO1;PTPA;GCLC;SCAF4;PRDX1"
"HALLMARK_UV_RESPONSE_UP",0.472286374133949,0.536689061515851,0.0549073703290958,0.304379268236995,0.999869148587359,157,"STARD3;TAP1;DLG4;BTG2;ATF3;SELENOW;SQSTM1;LHX2;IRF1;CYP1A1;GRINA;SLC6A8;CDKN2B;FURIN;JUNB;MAPK8IP2;RHOB;FOSB;MARK2;FOS;BTG1;TYRO3;ICAM1;HMOX1;CYB5R1;STK25;NPTXR;TST;HSPA2;RRAD;GCH1;HLA-F;CNP;SLC6A12;MSX1;TMBIM6;ABCB1;PLCL1;ACAA1;FMO1;NR4A1;COL2A1;CTSV;NXF1;PTPRD;NFKBIA;GPX3;BCL2L11;BAK1;IL6ST;AQP3;YKT6;EPHX1;RXRB;HTR7;NTRK3;SHOX2;RASGRP1"
"HALLMARK_HYPOXIA",0.573348264277716,0.63705362697524,0.0445961615888961,0.284883024126123,0.963247026454269,200,"CDKN1A;KLHL24;TPST2;KIF5A;ZFP36;SERPINE1;ATF3;SDC3;EFNA1;CHST2;TGM2;FOXO3;NDRG1;NAGK;MT2A;DUSP1;TGFB3;HEXA;PPP1R15A;FOS;BTG1;EXT1;GLRX;NDST2;MYH9;PLAUR;HMOX1;KLF7;AKAP12;PNRC1;RRAGD;SDC4;GPC1;CAVIN1;FOSL2;GAA;PPARGC1A;ACKR3;IRS2;JUN;ISG20;GPC4;P4HA2;PDGFB;HOXB9;NCAN;CAV1;SULT2B1;IDS;WSB1;BCAN;NDST1;LARGE1;AMPD3;NEDD4L;EGFR;TKTL1;B4GALNT2;HDLBP;TNFAIP3;ENO3;ANXA2;MT1E;DPYSL4;ERRFI1;KLF6;DTNA;CHST3;ATP7A;RORA;CCNG2;TMEM45A;SDC2;FBP1;PGF;DDIT3;GCK;CDKN1B;NR3C1;PLAC8;EDN2"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.686131386861314,0.73758865248227,0.0401660980049421,0.293468084216724,0.891520630402338,74,"TP53INP1;ABCA2;STX5;ATF3;ETHE1;GSTM2;LGALS3;ACSS2;CXCL16;S100A11;NIBAN1;PLAUR;TM7SF2;PNRC1"
"HALLMARK_PANCREAS_BETA_CELLS",0.693333333333333,0.73758865248227,0.0438879842863647,0.321558894395004,0.874252973135692,40,"STXBP1;LMO2;VDR;FOXO1;CHGA;PAX6;IAPP;SEC11A;AKT3;DCX;GCK;MAFB;PAK3"
"HALLMARK_PROTEIN_SECRETION",0.734146341463415,0.764735772357724,0.0371479221137289,0.281368235082089,0.879356639894251,96,"ICA1;ADAM10;IGF2R;VAMP3;CLCN3;STX16;ATP6V1H;LAMP2;STX12;ARFGAP3;KIF1B;DST;NAPA;RAB9A;GBF1;ARFGEF1;ARFGEF2;ERGIC3;YIPF6;GOLGA4;SGMS1;GOSR2;YKT6;SNAP23;GLA;VPS4B;RAB22A;OCRL;CLN5;EGFR;SEC31A;VAMP4;CAV2;SNX2;M6PR;ATP7A;SCRN1;MON2;RER1;USO1;SEC22B;CD63;RAB5A;VPS45;TOM1L1"
"HALLMARK_PEROXISOME",0.792892156862745,0.809073629451781,0.0337507376805299,0.273028517351495,0.85796344480029,103,"MVP;DLG4;ABCC5;CEL;ABCB4;ABCB9;ABCD1;CRAT;ACOX1;GSTK1;ATXN1;MLYCD;TSPO;ABCD2;RETSAT;FABP6;PEX6;SLC23A2;ABCB1;DHRS3;HMGCL;ACAA1;PEX11B;ALB;NR1I2;SULT2B1;HSD17B11;ALDH1A1;VPS4B;EHHADH;ESR2;EPHX2;SEMA3C"
"HALLMARK_SPERMATOGENESIS",0.90781796966161,0.90781796966161,0.0244268887168729,0.247907397151649,0.8051876369852,135,"LPIN1;CHFR;PCSK4;ALOX15;CNIH2;PGS1;ELOVL3;HSPA2;TLE4;CCT6B;GRM8;DMRT1;CLVS1;ACE;IP6K1;JAM3;CHRM4;HSPA1L;BRAF;SYCP1;GFI1;PHF7;PCSK1N;ACRBP;NEFH;TCP11;DPEP3;MAP7;TKTL1;MEP1B;CLGN;ZC2HC1C;SCG3;ART3;DCC;NOS1;SEPTIN4;NPHP1;H1-6;IL12RB2;SPMAP2;SPATA6"
